numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
1,5,5,5,5,6,3000,0,3,0,510
1,5,5,5,5,6,3000,1,3,0,557
1,5,5,5,5,6,3000,3,3,0,592
1,5,5,5,5,3,3000,1,3,0,554
1,5,5,5,5,8,3000,4,3,0,603
