ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,554
1,digger,0,Did not die,554
2,digger,0,Did not die,554
3,digger,0,Did not die,554
4,digger,0,Did not die,554
5,digger,0,Pit,514
6,minerBuilder,0,Did not die,554
7,minerBuilder,0,Lava,553
8,minerBuilder,0,Did not die,554
9,minerBuilder,0,Did not die,554
10,minerBuilder,0,Pit,446
11,superMiner,0,Did not die,554
12,superMiner,0,Pit,387
13,superMiner,0,Did not die,554
14,superMiner,0,Did not die,554
15,superMiner,0,Did not die,554
16,ultimateMiner,0,Did not die,554
17,ultimateMiner,3,Did not die,554
18,ultimateMiner,0,Did not die,554
19,ultimateMiner,0,Did not die,554
20,ultimateMiner,0,Did not die,554
