ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,640
1,searcher,0,Did not die,640
2,searcher,0,Did not die,640
3,searcher,0,Did not die,640
4,digger,0,Did not die,640
5,digger,0,Pit,582
6,digger,0,Did not die,640
7,digger,0,Did not die,640
8,digger,0,Did not die,640
9,minerBuilder,3,Did not die,640
10,minerBuilder,0,Did not die,640
11,minerBuilder,0,Pit,513
12,minerBuilder,0,Did not die,640
13,minerBuilder,0,Did not die,640
14,superMiner,0,Did not die,640
15,superMiner,0,Lava,639
16,superMiner,0,Pit,433
17,superMiner,0,Did not die,640
18,superMiner,0,Did not die,640
19,ultimateMiner,0,Did not die,640
20,ultimateMiner,0,Did not die,640
21,ultimateMiner,0,Did not die,640
22,ultimateMiner,0,Did not die,640
23,ultimateMiner,0,Did not die,640
