ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,608
1,searcher,0,Did not die,608
2,searcher,0,Did not die,608
3,searcher,0,Did not die,608
4,searcher,0,Did not die,608
5,digger,0,Did not die,608
6,digger,0,Did not die,608
7,digger,0,Did not die,608
8,digger,0,Did not die,608
9,digger,0,Did not die,608
10,minerBuilder,0,Did not die,608
11,minerBuilder,0,Did not die,608
12,minerBuilder,0,Did not die,608
13,minerBuilder,0,Did not die,608
14,minerBuilder,0,Did not die,608
15,superMiner,0,Did not die,608
16,superMiner,0,Did not die,608
17,superMiner,0,Did not die,608
18,superMiner,0,Did not die,608
19,superMiner,0,Did not die,608
20,ultimateMiner,0,Pit,535
21,ultimateMiner,0,Pit,452
22,ultimateMiner,0,Did not die,608
23,ultimateMiner,0,Did not die,608
24,ultimateMiner,0,Pit,607
