ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,748
1,searcher,0,Did not die,748
2,searcher,0,Did not die,748
3,searcher,0,Did not die,748
4,searcher,0,Did not die,748
5,searcher,0,Did not die,748
6,searcher,0,Did not die,748
7,searcher,0,Did not die,748
8,digger,0,Did not die,748
9,digger,0,Did not die,748
10,digger,0,Did not die,748
11,digger,0,Pit,524
12,digger,0,Did not die,748
13,minerBuilder,0,Did not die,748
14,minerBuilder,3,Did not die,748
15,minerBuilder,0,Did not die,748
16,minerBuilder,0,Did not die,748
17,minerBuilder,0,Did not die,748
18,superMiner,3,Did not die,748
19,superMiner,0,Pit,675
20,superMiner,0,Did not die,748
21,superMiner,0,Pit,593
22,superMiner,0,Did not die,748
23,ultimateMiner,0,Lava,747
24,ultimateMiner,0,Did not die,748
25,ultimateMiner,0,Did not die,748
26,ultimateMiner,0,Did not die,748
27,ultimateMiner,0,Did not die,748
