ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,809
1,searcher,0,Did not die,809
2,searcher,0,Did not die,809
3,searcher,0,Did not die,809
4,searcher,0,Did not die,809
5,searcher,0,Did not die,809
6,searcher,0,Did not die,809
7,searcher,0,Did not die,809
8,searcher,0,Did not die,809
9,searcher,0,Did not die,809
10,digger,0,Did not die,809
11,digger,0,Did not die,809
12,digger,0,Pit,715
13,digger,0,Did not die,809
14,digger,0,Did not die,809
15,minerBuilder,0,Lava,808
16,minerBuilder,3,Did not die,809
17,minerBuilder,0,Pit,542
18,minerBuilder,0,Did not die,809
19,minerBuilder,0,Did not die,809
20,superMiner,0,Did not die,809
21,superMiner,3,Did not die,809
22,superMiner,0,Did not die,809
23,superMiner,0,Pit,655
24,superMiner,0,Did not die,809
25,ultimateMiner,0,Did not die,809
26,ultimateMiner,0,Did not die,809
27,ultimateMiner,0,Did not die,809
28,ultimateMiner,0,Did not die,809
29,ultimateMiner,0,Did not die,809
