numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,5,5,5,5,6,3000,1,3,0,673
5,5,5,5,5,3,3000,0,3,0,595
5,5,5,5,5,6,3000,1,3,0,670
5,5,5,5,5,0,3000,0,3,0,608
5,5,5,5,5,6,3000,2,3,0,698
