ID,Type,TotalGoldMined,Death,Time
0,digger,0,Did not die,540
1,digger,0,Did not die,540
2,digger,0,Did not die,540
3,digger,0,Did not die,540
4,digger,0,Pit,474
5,minerBuilder,0,Did not die,540
6,minerBuilder,0,Did not die,540
7,minerBuilder,0,Did not die,540
8,minerBuilder,0,Did not die,540
9,minerBuilder,0,Did not die,540
10,superMiner,0,Did not die,540
11,superMiner,0,Did not die,540
12,superMiner,0,Pit,375
13,superMiner,0,Did not die,540
14,superMiner,0,Did not die,540
15,ultimateMiner,0,Lava,539
16,ultimateMiner,0,Did not die,540
17,ultimateMiner,0,Pit,427
18,ultimateMiner,3,Did not die,540
19,ultimateMiner,0,Did not die,540
