ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,697
1,searcher,0,Did not die,697
2,searcher,0,Did not die,697
3,searcher,0,Did not die,697
4,searcher,0,Did not die,697
5,searcher,0,Did not die,697
6,searcher,0,Did not die,697
7,searcher,0,Did not die,697
8,searcher,0,Did not die,697
9,digger,0,Did not die,697
10,digger,0,Did not die,697
11,digger,0,Did not die,697
12,digger,0,Did not die,697
13,digger,0,Did not die,697
14,minerBuilder,3,Did not die,697
15,minerBuilder,0,Did not die,697
16,minerBuilder,0,Did not die,697
17,minerBuilder,0,Did not die,697
18,minerBuilder,0,Did not die,697
19,superMiner,0,Did not die,697
20,superMiner,0,Pit,696
21,superMiner,0,Did not die,697
22,superMiner,0,Did not die,697
23,superMiner,0,Did not die,697
24,ultimateMiner,0,Pit,535
25,ultimateMiner,3,Did not die,697
26,ultimateMiner,0,Did not die,697
27,ultimateMiner,0,Pit,616
28,ultimateMiner,0,Did not die,697
