ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,595
1,searcher,0,Did not die,595
2,searcher,0,Did not die,595
3,searcher,0,Did not die,595
4,searcher,0,Did not die,595
5,digger,0,Did not die,595
6,digger,0,Did not die,595
7,digger,0,Did not die,595
8,digger,0,Did not die,595
9,digger,0,Did not die,595
10,minerBuilder,0,Pit,594
11,minerBuilder,0,Did not die,595
12,minerBuilder,0,Did not die,595
13,minerBuilder,3,Did not die,595
14,minerBuilder,0,Did not die,595
15,superMiner,0,Did not die,595
16,superMiner,0,Pit,465
17,superMiner,0,Pit,537
18,superMiner,0,Did not die,595
19,superMiner,0,Did not die,595
20,ultimateMiner,0,Did not die,595
21,ultimateMiner,0,Did not die,595
22,ultimateMiner,0,Did not die,595
23,ultimateMiner,0,Did not die,595
24,ultimateMiner,0,Did not die,595
