ID,Type,TotalGoldMined,Death,Time
0,digger,0,Did not die,481
1,digger,0,Did not die,481
2,digger,0,Did not die,481
3,digger,0,Did not die,481
4,digger,0,Did not die,481
5,minerBuilder,0,Did not die,481
6,minerBuilder,0,Did not die,481
7,minerBuilder,3,Did not die,481
8,minerBuilder,0,Did not die,481
9,minerBuilder,0,Did not die,481
10,superMiner,0,Pit,480
11,superMiner,0,Did not die,481
12,superMiner,0,Did not die,481
13,superMiner,0,Pit,432
14,superMiner,0,Did not die,481
15,ultimateMiner,0,Did not die,481
16,ultimateMiner,0,Did not die,481
17,ultimateMiner,0,Pit,373
18,ultimateMiner,0,Did not die,481
19,ultimateMiner,0,Did not die,481
