numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
6,5,5,5,5,3,3000,1,3,0,695
6,5,5,5,5,6,3000,0,3,0,621
6,5,5,5,5,3,3000,0,3,0,631
6,5,5,5,5,3,3000,2,3,0,714
6,5,5,5,5,3,3000,1,3,0,697
