ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,609
1,searcher,0,Did not die,609
2,digger,0,Did not die,609
3,digger,0,Did not die,609
4,digger,0,Did not die,609
5,digger,0,Pit,411
6,digger,0,Lava,585
7,minerBuilder,0,Lava,608
8,minerBuilder,0,Pit,538
9,minerBuilder,0,Did not die,609
10,minerBuilder,0,Did not die,609
11,minerBuilder,0,Did not die,609
12,superMiner,0,Did not die,609
13,superMiner,0,Did not die,609
14,superMiner,3,Did not die,609
15,superMiner,0,Did not die,609
16,superMiner,0,Did not die,609
17,ultimateMiner,0,Did not die,609
18,ultimateMiner,0,Did not die,609
19,ultimateMiner,0,Did not die,609
20,ultimateMiner,0,Pit,461
21,ultimateMiner,0,Did not die,609
