ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,675
1,searcher,0,Did not die,675
2,searcher,0,Did not die,675
3,searcher,0,Did not die,675
4,searcher,0,Did not die,675
5,searcher,0,Did not die,675
6,searcher,0,Did not die,675
7,searcher,0,Did not die,675
8,digger,0,Did not die,675
9,digger,0,Did not die,675
10,digger,0,Did not die,675
11,digger,0,Did not die,675
12,digger,0,Did not die,675
13,minerBuilder,0,Did not die,675
14,minerBuilder,0,Did not die,675
15,minerBuilder,0,Did not die,675
16,minerBuilder,0,Did not die,675
17,minerBuilder,0,Did not die,675
18,superMiner,0,Pit,674
19,superMiner,3,Did not die,675
20,superMiner,0,Did not die,675
21,superMiner,0,Did not die,675
22,superMiner,3,Did not die,675
23,ultimateMiner,0,Pit,592
24,ultimateMiner,0,Did not die,675
25,ultimateMiner,0,Did not die,675
26,ultimateMiner,0,Pit,517
27,ultimateMiner,0,Did not die,675
