ID,Type,TotalGoldMined,Death,Time
0,digger,0,Did not die,551
1,digger,0,Pit,372
2,digger,0,Did not die,551
3,digger,0,Did not die,551
4,digger,0,Pit,490
5,minerBuilder,0,Did not die,551
6,minerBuilder,3,Did not die,551
7,minerBuilder,3,Did not die,551
8,minerBuilder,0,Did not die,551
9,minerBuilder,0,Did not die,551
10,superMiner,0,Lava,535
11,superMiner,0,Did not die,551
12,superMiner,0,Lava,550
13,superMiner,0,Did not die,551
14,superMiner,0,Did not die,551
15,ultimateMiner,0,Did not die,551
16,ultimateMiner,0,Did not die,551
17,ultimateMiner,0,Pit,422
18,ultimateMiner,0,Did not die,551
19,ultimateMiner,0,Did not die,551
