ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,718
1,searcher,0,Did not die,718
2,searcher,0,Did not die,718
3,searcher,0,Did not die,718
4,searcher,0,Did not die,718
5,searcher,0,Did not die,718
6,searcher,0,Did not die,718
7,digger,0,Did not die,718
8,digger,0,Pit,664
9,digger,0,Did not die,718
10,digger,0,Did not die,718
11,digger,0,Did not die,718
12,minerBuilder,0,Did not die,718
13,minerBuilder,0,Did not die,718
14,minerBuilder,0,Did not die,718
15,minerBuilder,0,Did not die,718
16,minerBuilder,0,Did not die,718
17,superMiner,3,Did not die,718
18,superMiner,0,Did not die,718
19,superMiner,0,Did not die,718
20,superMiner,3,Did not die,718
21,superMiner,0,Did not die,718
22,ultimateMiner,0,Pit,579
23,ultimateMiner,0,Did not die,718
24,ultimateMiner,0,Did not die,718
25,ultimateMiner,0,Lava,717
26,ultimateMiner,0,Pit,509
