ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,714
1,searcher,0,Did not die,714
2,searcher,0,Did not die,714
3,searcher,0,Did not die,714
4,searcher,0,Did not die,714
5,searcher,0,Did not die,714
6,digger,0,Did not die,714
7,digger,0,Did not die,714
8,digger,0,Pit,554
9,digger,0,Lava,696
10,digger,0,Did not die,714
11,minerBuilder,0,Did not die,714
12,minerBuilder,0,Did not die,714
13,minerBuilder,3,Did not die,714
14,minerBuilder,0,Lava,713
15,minerBuilder,0,Pit,492
16,superMiner,0,Did not die,714
17,superMiner,0,Pit,631
18,superMiner,0,Did not die,714
19,superMiner,0,Did not die,714
20,superMiner,0,Did not die,714
21,ultimateMiner,0,Did not die,714
22,ultimateMiner,0,Did not die,714
23,ultimateMiner,0,Did not die,714
24,ultimateMiner,0,Did not die,714
25,ultimateMiner,0,Did not die,714
