ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,788
1,searcher,0,Did not die,788
2,searcher,0,Did not die,788
3,searcher,0,Did not die,788
4,searcher,0,Did not die,788
5,searcher,0,Did not die,788
6,searcher,0,Did not die,788
7,searcher,0,Did not die,788
8,digger,0,Did not die,788
9,digger,0,Pit,591
10,digger,0,Did not die,788
11,digger,0,Did not die,788
12,digger,0,Lava,757
13,minerBuilder,0,Did not die,788
14,minerBuilder,0,Did not die,788
15,minerBuilder,0,Did not die,788
16,minerBuilder,0,Did not die,788
17,minerBuilder,0,Did not die,788
18,superMiner,0,Did not die,788
19,superMiner,0,Lava,787
20,superMiner,0,Did not die,788
21,superMiner,0,Pit,690
22,superMiner,0,Did not die,788
23,ultimateMiner,3,Did not die,788
24,ultimateMiner,0,Did not die,788
25,ultimateMiner,0,Pit,505
26,ultimateMiner,0,Did not die,788
27,ultimateMiner,3,Did not die,788
