numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
9,5,5,5,5,6,3000,0,3,0,697
9,5,5,5,5,6,3000,2,3,0,811
9,5,5,5,5,6,3000,0,3,0,698
9,5,5,5,5,3,3000,0,3,0,700
9,5,5,5,5,6,3000,0,3,0,700
