ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,815
1,searcher,0,Did not die,815
2,searcher,0,Did not die,815
3,searcher,0,Did not die,815
4,searcher,0,Did not die,815
5,searcher,0,Did not die,815
6,searcher,0,Did not die,815
7,searcher,0,Did not die,815
8,searcher,0,Did not die,815
9,searcher,0,Did not die,815
10,digger,0,Did not die,815
11,digger,0,Did not die,815
12,digger,0,Pit,553
13,digger,0,Did not die,815
14,digger,0,Did not die,815
15,minerBuilder,0,Did not die,815
16,minerBuilder,0,Did not die,815
17,minerBuilder,0,Did not die,815
18,minerBuilder,0,Did not die,815
19,minerBuilder,0,Did not die,815
20,superMiner,0,Did not die,815
21,superMiner,0,Pit,739
22,superMiner,0,Lava,814
23,superMiner,0,Did not die,815
24,superMiner,0,Did not die,815
25,ultimateMiner,0,Did not die,815
26,ultimateMiner,0,Did not die,815
27,ultimateMiner,0,Pit,635
28,ultimateMiner,5,Did not die,815
29,ultimateMiner,0,Did not die,815
