numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
4,5,5,5,5,10,7000,2,3,0,667
4,5,5,5,5,10,7000,0,3,0,580
4,5,5,5,5,10,7000,1,3,0,651
4,5,5,5,5,5,7000,0,3,0,571
4,5,5,5,5,10,7000,2,3,0,664
