ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,685
1,searcher,0,Did not die,685
2,searcher,0,Did not die,685
3,searcher,0,Did not die,685
4,searcher,0,Did not die,685
5,searcher,0,Did not die,685
6,searcher,0,Did not die,685
7,searcher,0,Did not die,685
8,digger,0,Did not die,685
9,digger,0,Did not die,685
10,digger,0,Did not die,685
11,digger,0,Did not die,685
12,digger,0,Did not die,685
13,minerBuilder,5,Did not die,685
14,minerBuilder,0,Did not die,685
15,minerBuilder,0,Did not die,685
16,minerBuilder,0,Pit,593
17,minerBuilder,0,Did not die,685
18,superMiner,0,Did not die,685
19,superMiner,0,Did not die,685
20,superMiner,0,Pit,504
21,superMiner,5,Did not die,685
22,superMiner,0,Did not die,685
23,ultimateMiner,0,Did not die,685
24,ultimateMiner,0,Did not die,685
25,ultimateMiner,0,Did not die,685
26,ultimateMiner,0,Did not die,685
27,ultimateMiner,0,Pit,684
