ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,749
1,searcher,0,Did not die,749
2,searcher,0,Did not die,749
3,searcher,0,Did not die,749
4,searcher,0,Did not die,749
5,searcher,0,Did not die,749
6,searcher,0,Did not die,749
7,searcher,0,Did not die,749
8,digger,0,Did not die,749
9,digger,0,Pit,667
10,digger,0,Did not die,749
11,digger,0,Did not die,749
12,digger,0,Did not die,749
13,minerBuilder,0,Lava,748
14,minerBuilder,0,Did not die,749
15,minerBuilder,5,Did not die,749
16,minerBuilder,0,Did not die,749
17,minerBuilder,0,Did not die,749
18,superMiner,0,Did not die,749
19,superMiner,0,Did not die,749
20,superMiner,5,Did not die,749
21,superMiner,0,Did not die,749
22,superMiner,0,Did not die,749
23,ultimateMiner,0,Did not die,749
24,ultimateMiner,0,Pit,597
25,ultimateMiner,0,Did not die,749
26,ultimateMiner,0,Pit,519
27,ultimateMiner,0,Did not die,749
