ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,558
1,searcher,0,Did not die,558
2,searcher,0,Did not die,558
3,digger,0,Did not die,558
4,digger,0,Did not die,558
5,digger,0,Did not die,558
6,digger,0,Did not die,558
7,digger,0,Did not die,558
8,minerBuilder,0,Did not die,558
9,minerBuilder,0,Did not die,558
10,minerBuilder,0,Did not die,558
11,minerBuilder,0,Did not die,558
12,minerBuilder,0,Pit,557
13,superMiner,5,Did not die,558
14,superMiner,0,Did not die,558
15,superMiner,0,Did not die,558
16,superMiner,5,Did not die,558
17,superMiner,0,Did not die,558
18,ultimateMiner,0,Pit,414
19,ultimateMiner,0,Did not die,558
20,ultimateMiner,0,Pit,497
21,ultimateMiner,0,Did not die,558
22,ultimateMiner,0,Did not die,558
