ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,790
1,searcher,0,Did not die,790
2,searcher,0,Did not die,790
3,searcher,0,Did not die,790
4,searcher,0,Did not die,790
5,searcher,0,Did not die,790
6,searcher,0,Did not die,790
7,searcher,0,Did not die,790
8,searcher,0,Did not die,790
9,digger,0,Did not die,790
10,digger,0,Did not die,790
11,digger,0,Did not die,790
12,digger,0,Did not die,790
13,digger,0,Pit,534
14,minerBuilder,0,Pit,614
15,minerBuilder,0,Did not die,790
16,minerBuilder,0,Did not die,790
17,minerBuilder,0,Pit,692
18,minerBuilder,0,Did not die,790
19,superMiner,0,Did not die,790
20,superMiner,0,Did not die,790
21,superMiner,0,Did not die,790
22,superMiner,0,Lava,789
23,superMiner,0,Did not die,790
24,ultimateMiner,0,Did not die,790
25,ultimateMiner,0,Did not die,790
26,ultimateMiner,0,Did not die,790
27,ultimateMiner,0,Did not die,790
28,ultimateMiner,0,Did not die,790
