ID,Type,TotalGoldMined,Death,Time
0,digger,0,Did not die,483
1,digger,0,Did not die,483
2,digger,0,Did not die,483
3,digger,0,Did not die,483
4,digger,0,Did not die,483
5,minerBuilder,0,Did not die,483
6,minerBuilder,0,Pit,376
7,minerBuilder,0,Pit,435
8,minerBuilder,0,Did not die,483
9,minerBuilder,0,Did not die,483
10,superMiner,0,Did not die,483
11,superMiner,0,Did not die,483
12,superMiner,0,Did not die,483
13,superMiner,0,Did not die,483
14,superMiner,0,Did not die,483
15,ultimateMiner,0,Did not die,483
16,ultimateMiner,0,Did not die,483
17,ultimateMiner,0,Pit,482
18,ultimateMiner,0,Did not die,483
19,ultimateMiner,5,Did not die,483
