ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,723
1,searcher,0,Did not die,723
2,searcher,0,Did not die,723
3,searcher,0,Did not die,723
4,searcher,0,Did not die,723
5,searcher,0,Did not die,723
6,searcher,0,Did not die,723
7,digger,0,Did not die,723
8,digger,0,Pit,487
9,digger,0,Did not die,723
10,digger,0,Did not die,723
11,digger,0,Did not die,723
12,minerBuilder,0,Did not die,723
13,minerBuilder,0,Did not die,723
14,minerBuilder,0,Did not die,723
15,minerBuilder,0,Did not die,723
16,minerBuilder,0,Did not die,723
17,superMiner,5,Did not die,723
18,superMiner,5,Did not die,723
19,superMiner,0,Did not die,723
20,superMiner,0,Pit,655
21,superMiner,0,Did not die,723
22,ultimateMiner,0,Did not die,723
23,ultimateMiner,0,Did not die,723
24,ultimateMiner,0,Pit,580
25,ultimateMiner,0,Did not die,723
26,ultimateMiner,0,Lava,722
