ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,714
1,searcher,0,Did not die,714
2,searcher,0,Did not die,714
3,searcher,0,Did not die,714
4,searcher,0,Did not die,714
5,searcher,0,Did not die,714
6,searcher,0,Did not die,714
7,searcher,0,Did not die,714
8,searcher,0,Did not die,714
9,digger,0,Did not die,714
10,digger,0,Did not die,714
11,digger,0,Did not die,714
12,digger,0,Did not die,714
13,digger,0,Did not die,714
14,minerBuilder,0,Did not die,714
15,minerBuilder,0,Did not die,714
16,minerBuilder,5,Did not die,714
17,minerBuilder,0,Pit,713
18,minerBuilder,0,Did not die,714
19,superMiner,0,Did not die,714
20,superMiner,0,Did not die,714
21,superMiner,0,Did not die,714
22,superMiner,0,Pit,634
23,superMiner,0,Did not die,714
24,ultimateMiner,0,Did not die,714
25,ultimateMiner,0,Did not die,714
26,ultimateMiner,0,Pit,545
27,ultimateMiner,5,Did not die,714
28,ultimateMiner,0,Did not die,714
