ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,717
1,searcher,0,Did not die,717
2,searcher,0,Did not die,717
3,searcher,0,Did not die,717
4,searcher,0,Did not die,717
5,searcher,0,Did not die,717
6,digger,0,Did not die,717
7,digger,0,Did not die,717
8,digger,0,Did not die,717
9,digger,0,Pit,558
10,digger,0,Pit,476
11,minerBuilder,0,Pit,624
12,minerBuilder,0,Did not die,717
13,minerBuilder,0,Did not die,717
14,minerBuilder,0,Did not die,717
15,minerBuilder,0,Did not die,717
16,superMiner,0,Did not die,717
17,superMiner,0,Did not die,717
18,superMiner,0,Did not die,717
19,superMiner,0,Did not die,717
20,superMiner,0,Did not die,717
21,ultimateMiner,0,Did not die,717
22,ultimateMiner,0,Did not die,717
23,ultimateMiner,0,Lava,687
24,ultimateMiner,0,Lava,716
25,ultimateMiner,0,Did not die,717
