numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
9,5,5,5,5,10,7000,0,3,0,714
9,5,5,5,5,10,7000,2,3,0,807
9,5,5,5,5,0,7000,1,3,0,790
9,5,5,5,5,5,7000,2,3,0,819
9,5,5,5,5,10,7000,1,3,0,793
