numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
0,5,5,5,5,10,7000,1,3,0,528
0,5,5,5,5,5,7000,0,3,0,490
0,5,5,5,5,5,7000,0,3,0,483
0,5,5,5,5,10,7000,0,3,0,487
0,5,5,5,5,10,7000,0,3,0,482
