ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,563
1,searcher,0,Did not die,563
2,searcher,0,Did not die,563
3,searcher,0,Did not die,563
4,searcher,0,Did not die,563
5,digger,0,Did not die,563
6,digger,0,Did not die,563
7,digger,0,Did not die,563
8,digger,0,Did not die,563
9,digger,0,Did not die,563
10,minerBuilder,0,Did not die,563
11,minerBuilder,5,Did not die,563
12,minerBuilder,0,Pit,562
13,minerBuilder,0,Did not die,563
14,minerBuilder,0,Did not die,563
15,superMiner,0,Did not die,563
16,superMiner,0,Did not die,563
17,superMiner,0,Did not die,563
18,superMiner,0,Did not die,563
19,superMiner,0,Did not die,563
20,ultimateMiner,0,Pit,491
21,ultimateMiner,0,Did not die,563
22,ultimateMiner,0,Did not die,563
23,ultimateMiner,0,Did not die,563
24,ultimateMiner,0,Did not die,563
25,ultimateMiner,0,Did not die,563
