ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,640
1,searcher,0,Did not die,640
2,searcher,0,Did not die,640
3,searcher,0,Did not die,640
4,searcher,0,Did not die,640
5,digger,0,Did not die,640
6,digger,0,Did not die,640
7,digger,0,Did not die,640
8,digger,0,Did not die,640
9,digger,0,Pit,579
10,minerBuilder,0,Did not die,640
11,minerBuilder,0,Did not die,640
12,minerBuilder,0,Pit,524
13,minerBuilder,5,Did not die,640
14,minerBuilder,0,Did not die,640
15,superMiner,0,Did not die,640
16,superMiner,0,Did not die,640
17,superMiner,0,Did not die,640
18,superMiner,0,Did not die,640
19,superMiner,0,Did not die,640
20,ultimateMiner,0,Pit,443
21,ultimateMiner,5,Did not die,640
22,ultimateMiner,0,Lava,639
23,ultimateMiner,0,Did not die,640
