ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,509
1,searcher,0,Did not die,509
2,searcher,0,Did not die,509
3,searcher,0,Did not die,509
4,searcher,0,Did not die,509
5,digger,0,Did not die,509
6,minerBuilder,0,Did not die,509
7,minerBuilder,0,Pit,388
8,minerBuilder,0,Did not die,509
9,minerBuilder,0,Did not die,509
10,minerBuilder,5,Did not die,509
11,superMiner,0,Did not die,509
12,superMiner,0,Did not die,509
13,superMiner,0,Did not die,509
14,superMiner,0,Did not die,509
15,superMiner,0,Pit,508
16,ultimateMiner,0,Did not die,509
17,ultimateMiner,0,Did not die,509
18,ultimateMiner,0,Did not die,509
19,ultimateMiner,0,Pit,439
20,ultimateMiner,5,Did not die,509
