ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,537
1,searcher,0,Did not die,537
2,searcher,0,Did not die,537
3,searcher,0,Did not die,537
4,searcher,0,Did not die,537
5,minerBuilder,0,Did not die,537
6,minerBuilder,0,Did not die,537
7,minerBuilder,0,Lava,536
8,minerBuilder,0,Did not die,537
9,minerBuilder,0,Pit,377
10,superMiner,0,Did not die,537
11,superMiner,5,Did not die,537
12,superMiner,0,Did not die,537
13,superMiner,0,Did not die,537
14,superMiner,0,Did not die,537
15,ultimateMiner,0,Pit,421
16,ultimateMiner,0,Pit,486
17,ultimateMiner,0,Did not die,537
18,ultimateMiner,0,Did not die,537
19,ultimateMiner,5,Did not die,537
