numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,1,5,5,5,10,7000,0,3,0,512
5,1,5,5,5,10,7000,0,3,0,513
5,1,5,5,5,10,7000,0,3,0,509
5,1,5,5,5,10,7000,0,3,0,501
5,1,5,5,5,10,7000,0,3,0,508
