numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,9,5,5,5,5,7000,0,2,0,635
5,9,5,5,5,5,7000,0,2,0,612
5,9,5,5,5,5,7000,0,2,0,622
5,9,5,5,5,5,7000,2,3,0,805
5,9,5,5,5,10,7000,1,3,0,776
