ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,538
1,searcher,0,Did not die,538
2,searcher,0,Did not die,538
3,searcher,0,Did not die,538
4,searcher,0,Did not die,538
5,minerBuilder,0,Did not die,538
6,minerBuilder,0,Did not die,538
7,minerBuilder,0,Pit,435
8,minerBuilder,5,Did not die,538
9,minerBuilder,0,Pit,365
10,superMiner,0,Did not die,538
11,superMiner,0,Did not die,538
12,superMiner,0,Did not die,538
13,superMiner,5,Did not die,538
14,superMiner,0,Pit,486
15,ultimateMiner,0,Did not die,538
16,ultimateMiner,0,Did not die,538
17,ultimateMiner,0,Lava,537
18,ultimateMiner,0,Did not die,538
19,ultimateMiner,0,Did not die,538
