ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,552
1,searcher,0,Did not die,552
2,searcher,0,Did not die,552
3,searcher,0,Did not die,552
4,searcher,0,Did not die,552
5,digger,0,Did not die,552
6,digger,0,Did not die,552
7,digger,0,Did not die,552
8,minerBuilder,0,Did not die,552
9,minerBuilder,0,Did not die,552
10,minerBuilder,0,Did not die,552
11,minerBuilder,0,Did not die,552
12,minerBuilder,0,Did not die,552
13,superMiner,5,Did not die,552
14,superMiner,0,Pit,551
15,superMiner,0,Did not die,552
16,superMiner,5,Did not die,552
17,superMiner,0,Did not die,552
18,ultimateMiner,0,Pit,423
19,ultimateMiner,0,Did not die,552
20,ultimateMiner,0,Did not die,552
21,ultimateMiner,0,Did not die,552
22,ultimateMiner,0,Pit,483
