ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,689
1,searcher,0,Did not die,689
2,searcher,0,Did not die,689
3,searcher,0,Did not die,689
4,searcher,0,Did not die,689
5,digger,0,Did not die,689
6,digger,0,Pit,528
7,digger,0,Did not die,689
8,digger,0,Did not die,689
9,digger,0,Did not die,689
10,minerBuilder,0,Did not die,689
11,minerBuilder,0,Pit,688
12,minerBuilder,3,Did not die,689
13,minerBuilder,0,Did not die,689
14,minerBuilder,0,Did not die,689
15,superMiner,0,Did not die,689
16,superMiner,0,Did not die,689
17,superMiner,0,Did not die,689
18,superMiner,0,Did not die,689
19,superMiner,0,Did not die,689
20,superMiner,0,Did not die,689
21,superMiner,3,Did not die,689
22,superMiner,0,Did not die,689
23,ultimateMiner,0,Did not die,689
24,ultimateMiner,0,Did not die,689
25,ultimateMiner,0,Pit,604
26,ultimateMiner,0,Did not die,689
27,ultimateMiner,0,Did not die,689
