ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,604
1,searcher,0,Did not die,604
2,searcher,0,Did not die,604
3,searcher,0,Did not die,604
4,searcher,0,Did not die,604
5,digger,0,Did not die,604
6,digger,0,Did not die,604
7,digger,0,Did not die,604
8,digger,0,Did not die,604
9,digger,0,Did not die,604
10,minerBuilder,0,Did not die,604
11,minerBuilder,0,Did not die,604
12,minerBuilder,0,Pit,603
13,minerBuilder,0,Did not die,604
14,minerBuilder,3,Did not die,604
15,superMiner,0,Did not die,604
16,superMiner,0,Did not die,604
17,superMiner,0,Did not die,604
18,superMiner,3,Did not die,604
19,superMiner,0,Did not die,604
20,superMiner,0,Did not die,604
21,superMiner,0,Did not die,604
22,superMiner,0,Did not die,604
23,ultimateMiner,0,Did not die,604
24,ultimateMiner,0,Did not die,604
25,ultimateMiner,0,Did not die,604
26,ultimateMiner,0,Pit,505
27,ultimateMiner,0,Did not die,604
