ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,599
1,searcher,0,Did not die,599
2,searcher,0,Did not die,599
3,searcher,0,Did not die,599
4,searcher,0,Did not die,599
5,digger,0,Did not die,599
6,digger,0,Did not die,599
7,digger,0,Did not die,599
8,digger,0,Lava,583
9,digger,0,Did not die,599
10,minerBuilder,0,Pit,409
11,minerBuilder,0,Did not die,599
12,minerBuilder,0,Did not die,599
13,minerBuilder,0,Did not die,599
14,minerBuilder,0,Did not die,599
15,superMiner,0,Pit,462
16,superMiner,3,Did not die,599
17,ultimateMiner,0,Lava,598
18,ultimateMiner,0,Pit,535
19,ultimateMiner,3,Did not die,599
20,ultimateMiner,0,Did not die,599
21,ultimateMiner,0,Did not die,599
