numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,5,5,3,5,6,3000,4,3,0,662
5,5,5,3,5,6,3000,2,3,0,644
5,5,5,3,5,11,3000,6,3,0,761
5,5,5,3,5,3,3000,1,3,0,614
5,5,5,3,5,6,3000,2,3,0,629
