, 1000, 2000, 3000, 4000, 5000, 6000, 7000, 8000, 9000
timetoInsertionSortUnsorted, 4.3333335, 8.266666, 18.866667, 40.866665, 57.733334, 84.86667, 127.53333, 167.53334, 232.46666
timetoInsertionSortSorted, 0.0, 0.0, 0.06666667, 0.0, 0.13333334, 0.06666667, 0.26666668, 0.06666667, 0.33333334
timetoSelectionSortUnsorted, 2.7333333, 7.4, 17.333334, 32.466667, 51.933334, 77.333336, 109.86667, 149.06667, 319.2
timetoSelectionSortSorted, 1.6, 6.266667, 14.733334, 29.6, 51.8, 79.066666, 114.46667, 156.73334, 223.06667
timetoLinearSortFound, 0.0, 0.0, 0.13333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
timetoLinearSortNotFound, 0.0, 0.06666667, 0.06666667, 0.13333334, 0.0, 0.0, 0.0, 0.0, 0.13333334
timetoBinarySortFound, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
timetoBinarySortNotFound, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
