ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,568
1,searcher,0,Did not die,568
2,searcher,0,Did not die,568
3,searcher,0,Did not die,568
4,searcher,0,Did not die,568
5,digger,0,Did not die,568
6,digger,0,Did not die,568
7,digger,0,Did not die,568
8,digger,0,Did not die,568
9,digger,0,Did not die,568
10,minerBuilder,0,Did not die,568
11,minerBuilder,0,Did not die,568
12,minerBuilder,0,Did not die,568
13,minerBuilder,0,Did not die,568
14,minerBuilder,0,Pit,492
15,superMiner,0,Did not die,568
16,superMiner,0,Did not die,568
17,superMiner,0,Did not die,568
18,superMiner,0,Did not die,568
19,superMiner,0,Did not die,568
20,ultimateMiner,3,Did not die,568
21,ultimateMiner,0,Pit,567
22,ultimateMiner,0,Did not die,568
23,ultimateMiner,0,Did not die,568
24,ultimateMiner,0,Did not die,568
25,ultimateMiner,0,Did not die,568
26,ultimateMiner,3,Did not die,568
