ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,605
1,searcher,0,Did not die,605
2,searcher,0,Did not die,605
3,searcher,0,Did not die,605
4,searcher,0,Did not die,605
5,digger,0,Did not die,605
6,digger,0,Pit,528
7,digger,0,Did not die,605
8,digger,0,Did not die,605
9,digger,0,Did not die,605
10,minerBuilder,0,Did not die,605
11,minerBuilder,0,Did not die,605
12,minerBuilder,3,Did not die,605
13,minerBuilder,0,Did not die,605
14,minerBuilder,0,Did not die,605
15,superMiner,0,Did not die,605
16,superMiner,0,Did not die,605
17,superMiner,0,Did not die,605
18,superMiner,0,Did not die,605
19,superMiner,0,Did not die,605
20,ultimateMiner,0,Did not die,605
21,ultimateMiner,3,Did not die,605
22,ultimateMiner,0,Did not die,605
23,ultimateMiner,0,Did not die,605
24,ultimateMiner,0,Did not die,605
25,ultimateMiner,0,Pit,604
26,ultimateMiner,0,Did not die,605
27,ultimateMiner,0,Did not die,605
