numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,5,5,5,4,0,3000,0,3,0,588
5,5,5,5,4,6,3000,0,3,0,580
5,5,5,5,4,3,3000,0,3,0,585
5,5,5,5,4,6,3000,3,3,0,676
5,5,5,5,4,6,3000,0,3,0,579
