ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,698
1,searcher,0,Did not die,698
2,searcher,0,Did not die,698
3,searcher,0,Did not die,698
4,searcher,0,Did not die,698
5,digger,0,Did not die,698
6,digger,0,Pit,531
7,digger,0,Pit,462
8,digger,0,Did not die,698
9,digger,0,Did not die,698
10,minerBuilder,0,Did not die,698
11,minerBuilder,0,Lava,679
12,minerBuilder,3,Did not die,698
13,minerBuilder,0,Lava,697
14,minerBuilder,0,Did not die,698
15,superMiner,0,Did not die,698
16,superMiner,0,Did not die,698
17,superMiner,0,Did not die,698
18,superMiner,0,Pit,593
19,superMiner,0,Did not die,698
20,ultimateMiner,0,Did not die,698
21,ultimateMiner,0,Did not die,698
22,ultimateMiner,0,Did not die,698
23,ultimateMiner,3,Did not die,698
24,ultimateMiner,0,Did not die,698
