ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,598
1,searcher,0,Did not die,598
2,searcher,0,Did not die,598
3,searcher,0,Did not die,598
4,searcher,0,Did not die,598
5,digger,0,Did not die,598
6,digger,0,Did not die,598
7,digger,0,Did not die,598
8,digger,0,Did not die,598
9,digger,0,Did not die,598
10,minerBuilder,0,Did not die,598
11,minerBuilder,0,Did not die,598
12,minerBuilder,0,Pit,525
13,minerBuilder,0,Did not die,598
14,minerBuilder,0,Pit,468
15,superMiner,0,Did not die,598
16,superMiner,5,Did not die,598
17,superMiner,0,Did not die,598
18,superMiner,5,Did not die,598
19,superMiner,0,Did not die,598
20,ultimateMiner,0,Did not die,598
21,ultimateMiner,0,Did not die,598
22,ultimateMiner,0,Did not die,598
23,ultimateMiner,0,Pit,597
24,ultimateMiner,0,Did not die,598
