numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,5,4,5,5,10,7000,2,3,0,667
5,5,4,5,5,10,7000,1,3,0,640
5,5,4,5,5,10,7000,2,3,0,669
5,5,4,5,5,10,7000,0,3,0,573
5,5,4,5,5,5,7000,0,3,0,583
