ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,514
1,searcher,0,Did not die,514
2,searcher,0,Did not die,514
3,searcher,0,Did not die,514
4,searcher,0,Did not die,514
5,digger,0,Did not die,514
6,minerBuilder,0,Did not die,514
7,minerBuilder,0,Did not die,514
8,minerBuilder,0,Did not die,514
9,minerBuilder,0,Pit,441
10,minerBuilder,0,Did not die,514
11,superMiner,0,Pit,378
12,superMiner,3,Did not die,514
13,superMiner,0,Did not die,514
14,superMiner,0,Did not die,514
15,superMiner,3,Did not die,514
16,ultimateMiner,0,Did not die,514
17,ultimateMiner,0,Did not die,514
18,ultimateMiner,0,Did not die,514
19,ultimateMiner,0,Pit,513
20,ultimateMiner,0,Did not die,514
