numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,6,5,5,5,3,3000,1,3,0,695
5,6,5,5,5,6,3000,0,3,0,621
5,6,5,5,5,6,3000,1,3,0,695
5,6,5,5,5,3,3000,2,3,0,724
5,6,5,5,5,6,3000,3,3,0,740
