ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,710
1,searcher,0,Did not die,710
2,searcher,0,Did not die,710
3,searcher,0,Did not die,710
4,searcher,0,Did not die,710
5,digger,0,Did not die,710
6,digger,0,Did not die,710
7,digger,0,Did not die,710
8,digger,0,Did not die,710
9,digger,0,Did not die,710
10,digger,0,Pit,547
11,digger,0,Did not die,710
12,digger,0,Did not die,710
13,digger,0,Did not die,710
14,minerBuilder,0,Did not die,710
15,minerBuilder,0,Did not die,710
16,minerBuilder,0,Pit,709
17,minerBuilder,0,Did not die,710
18,minerBuilder,0,Did not die,710
19,superMiner,0,Did not die,710
20,superMiner,0,Did not die,710
21,superMiner,0,Did not die,710
22,superMiner,0,Did not die,710
23,superMiner,3,Did not die,710
24,ultimateMiner,0,Did not die,710
25,ultimateMiner,0,Pit,621
26,ultimateMiner,0,Did not die,710
27,ultimateMiner,0,Did not die,710
28,ultimateMiner,0,Did not die,710
