numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,10,5,5,5,6,3000,0,3,0,741
5,10,5,5,5,3,3000,0,2,0,632
5,10,5,5,5,6,3000,0,3,0,726
5,10,5,5,5,3,3000,1,3,0,805
5,10,5,5,5,6,3000,0,3,0,726
