ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,779
1,searcher,0,Did not die,779
2,searcher,0,Did not die,779
3,searcher,0,Did not die,779
4,searcher,0,Did not die,779
5,digger,0,Did not die,779
6,digger,0,Did not die,779
7,digger,0,Did not die,779
8,digger,0,Pit,534
9,digger,0,Pit,710
10,digger,0,Did not die,779
11,digger,0,Did not die,779
12,digger,0,Did not die,779
13,digger,0,Did not die,779
14,minerBuilder,0,Did not die,779
15,minerBuilder,0,Did not die,779
16,minerBuilder,0,Did not die,779
17,minerBuilder,0,Did not die,779
18,minerBuilder,3,Did not die,779
19,superMiner,0,Lava,778
20,superMiner,0,Did not die,779
21,superMiner,0,Did not die,779
22,superMiner,0,Did not die,779
23,superMiner,3,Did not die,779
24,ultimateMiner,0,Did not die,779
25,ultimateMiner,0,Did not die,779
26,ultimateMiner,0,Did not die,779
27,ultimateMiner,0,Did not die,779
28,ultimateMiner,0,Pit,611
