ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,621
1,searcher,0,Did not die,621
2,searcher,0,Did not die,621
3,searcher,0,Did not die,621
4,searcher,0,Did not die,621
5,digger,0,Did not die,621
6,digger,0,Did not die,621
7,digger,0,Did not die,621
8,digger,0,Did not die,621
9,digger,0,Did not die,621
10,digger,0,Did not die,621
11,minerBuilder,0,Pit,554
12,minerBuilder,0,Pit,620
13,minerBuilder,3,Did not die,621
14,minerBuilder,0,Did not die,621
15,minerBuilder,0,Did not die,621
16,superMiner,0,Did not die,621
17,superMiner,0,Did not die,621
18,superMiner,0,Did not die,621
19,superMiner,0,Did not die,621
20,superMiner,3,Did not die,621
21,ultimateMiner,0,Did not die,621
22,ultimateMiner,0,Did not die,621
23,ultimateMiner,0,Did not die,621
24,ultimateMiner,0,Did not die,621
25,ultimateMiner,0,Pit,470
