ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,786
1,searcher,0,Did not die,786
2,searcher,0,Did not die,786
3,searcher,0,Did not die,786
4,searcher,0,Did not die,786
5,digger,0,Did not die,786
6,digger,0,Pit,528
7,digger,0,Did not die,786
8,digger,0,Did not die,786
9,digger,0,Lava,755
10,digger,0,Did not die,786
11,digger,0,Pit,688
12,digger,0,Did not die,786
13,minerBuilder,0,Did not die,786
14,minerBuilder,0,Did not die,786
15,minerBuilder,0,Did not die,786
16,minerBuilder,0,Did not die,786
17,minerBuilder,0,Did not die,786
18,superMiner,0,Did not die,786
19,superMiner,0,Did not die,786
20,superMiner,0,Did not die,786
21,superMiner,3,Did not die,786
22,superMiner,0,Lava,785
23,ultimateMiner,0,Did not die,786
24,ultimateMiner,0,Did not die,786
25,ultimateMiner,0,Pit,604
26,ultimateMiner,0,Did not die,786
27,ultimateMiner,0,Did not die,786
