numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,9,5,5,5,0,3000,0,2,0,618
5,9,5,5,5,6,3000,1,3,0,779
5,9,5,5,5,3,3000,0,3,0,708
5,9,5,5,5,3,3000,1,3,0,777
5,9,5,5,5,3,3000,0,3,0,710
