numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,0,5,5,5,6,3000,1,3,0,536
5,0,5,5,5,6,3000,1,3,0,535
5,0,5,5,5,6,3000,1,3,0,527
5,0,5,5,5,6,3000,1,3,0,527
5,0,5,5,5,6,3000,1,3,0,526
