ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,498
1,searcher,0,Did not die,498
2,searcher,0,Did not die,498
3,searcher,0,Did not die,498
4,searcher,0,Did not die,498
5,digger,0,Did not die,498
6,minerBuilder,0,Pit,450
7,minerBuilder,0,Did not die,498
8,minerBuilder,3,Did not die,498
9,minerBuilder,0,Did not die,498
10,minerBuilder,0,Did not die,498
11,superMiner,0,Pit,497
12,superMiner,0,Did not die,498
13,superMiner,3,Did not die,498
14,superMiner,0,Did not die,498
15,superMiner,0,Did not die,498
16,ultimateMiner,0,Pit,379
17,ultimateMiner,0,Did not die,498
18,ultimateMiner,0,Did not die,498
19,ultimateMiner,0,Did not die,498
20,ultimateMiner,0,Did not die,498
