ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,515
1,searcher,0,Did not die,515
2,searcher,0,Did not die,515
3,searcher,0,Did not die,515
4,searcher,0,Did not die,515
5,digger,0,Did not die,515
6,minerBuilder,0,Did not die,515
7,minerBuilder,0,Did not die,515
8,minerBuilder,0,Pit,457
9,minerBuilder,0,Did not die,515
10,minerBuilder,3,Did not die,515
11,superMiner,0,Did not die,515
12,superMiner,0,Pit,514
13,superMiner,3,Did not die,515
14,superMiner,0,Did not die,515
15,superMiner,0,Did not die,515
16,ultimateMiner,0,Did not die,515
17,ultimateMiner,0,Did not die,515
18,ultimateMiner,0,Pit,380
19,ultimateMiner,0,Did not die,515
20,ultimateMiner,0,Did not die,515
