ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,527
1,searcher,0,Did not die,527
2,searcher,0,Did not die,527
3,searcher,0,Did not die,527
4,searcher,0,Did not die,527
5,minerBuilder,0,Did not die,527
6,minerBuilder,0,Did not die,527
7,minerBuilder,3,Did not die,527
8,minerBuilder,0,Pit,365
9,minerBuilder,3,Did not die,527
10,superMiner,0,Pit,428
11,superMiner,0,Pit,478
12,superMiner,0,Lava,526
13,superMiner,0,Did not die,527
14,superMiner,0,Did not die,527
15,ultimateMiner,0,Did not die,527
16,ultimateMiner,0,Did not die,527
17,ultimateMiner,0,Did not die,527
18,ultimateMiner,0,Did not die,527
19,ultimateMiner,0,Did not die,527
