ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,777
1,searcher,0,Did not die,777
2,searcher,0,Did not die,777
3,searcher,0,Did not die,777
4,searcher,0,Did not die,777
5,digger,0,Did not die,777
6,digger,0,Pit,608
7,digger,0,Did not die,777
8,digger,0,Did not die,777
9,digger,0,Did not die,777
10,digger,0,Pit,712
11,digger,0,Did not die,777
12,digger,0,Did not die,777
13,digger,0,Did not die,777
14,minerBuilder,0,Did not die,777
15,minerBuilder,0,Did not die,777
16,minerBuilder,0,Did not die,777
17,minerBuilder,3,Did not die,777
18,minerBuilder,0,Did not die,777
19,superMiner,0,Did not die,777
20,superMiner,0,Did not die,777
21,superMiner,0,Pit,535
22,superMiner,0,Did not die,777
23,superMiner,0,Did not die,777
24,ultimateMiner,0,Did not die,777
25,ultimateMiner,0,Lava,776
26,ultimateMiner,0,Did not die,777
27,ultimateMiner,0,Did not die,777
28,ultimateMiner,0,Did not die,777
