numOfSearchers,numOfDiggers,numOfMinerBuilders,numOfSuperMiners,numOfUltimateMiners,TotalGoldMined,Seed,DiedByLava,DiedByPit,DIedByRiver,Time
5,7,5,5,5,6,3000,2,3,0,753
5,7,5,5,5,6,3000,0,3,0,666
5,7,5,5,5,6,3000,0,2,0,568
5,7,5,5,5,3,3000,0,2,0,580
5,7,5,5,5,3,3000,0,2,0,589
